step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.003247e-03	6.295238e-03	2.989459e-02	
200	1.000000e-01	9.003302e-03	1.250016e-02	2.989450e-02	
300	1.000000e-01	9.003359e-03	1.880994e-02	2.989441e-02	
400	1.000000e-01	9.003416e-03	2.522679e-02	2.989431e-02	
500	1.000000e-01	9.003474e-03	3.175245e-02	2.989422e-02	
600	1.000000e-01	9.003534e-03	3.838928e-02	2.989412e-02	
700	1.000000e-01	9.003594e-03	4.513921e-02	2.989402e-02	
800	1.000000e-01	9.003655e-03	5.200420e-02	2.989391e-02	
900	1.000000e-01	9.003740e-03	5.898623e-02	2.989377e-02	
1000	1.000000e-01	9.003804e-03	6.608729e-02	2.989367e-02	
1100	1.000000e-01	9.003869e-03	7.330942e-02	2.989356e-02	
1200	1.000000e-01	9.003935e-03	8.065469e-02	2.989345e-02	
1300	1.000000e-01	9.004002e-03	8.812521e-02	2.989334e-02	
1400	1.000000e-01	9.004070e-03	9.572311e-02	2.989322e-02	
1500	1.000000e-01	9.004140e-03	1.034506e-01	2.989311e-02	
1600	1.000000e-01	9.004210e-03	1.113098e-01	2.989299e-02	
1700	1.000000e-01	9.004282e-03	1.193031e-01	2.989287e-02	
1800	1.000000e-01	9.004355e-03	1.274326e-01	2.989275e-02	
1900	1.000000e-01	9.004430e-03	1.357008e-01	2.989262e-02	
2000	1.000000e-01	9.004505e-03	1.441101e-01	2.989250e-02	
2100	1.000000e-01	9.004582e-03	1.526627e-01	2.989237e-02	
2200	1.000000e-01	9.004660e-03	1.613612e-01	2.989224e-02	
2300	1.000000e-01	9.004740e-03	1.702080e-01	2.989211e-02	
2400	1.000000e-01	9.004820e-03	1.792057e-01	2.989197e-02	
2500	1.000000e-01	9.004903e-03	1.883569e-01	2.989184e-02	
2600	1.000000e-01	9.004986e-03	1.976641e-01	2.989170e-02	
2700	1.000000e-01	9.005071e-03	2.071301e-01	2.989156e-02	
2800	1.000000e-01	9.005158e-03	2.167575e-01	2.989141e-02	
2900	1.000000e-01	9.005260e-03	2.265491e-01	2.989124e-02	
3000	1.000000e-01	9.005350e-03	2.365076e-01	2.989109e-02	
3100	1.000000e-01	9.005441e-03	2.466360e-01	2.989094e-02	
3200	1.000000e-01	9.005534e-03	2.569372e-01	2.989079e-02	
3300	1.000000e-01	9.005646e-03	2.674141e-01	2.989060e-02	
3400	1.000000e-01	9.005742e-03	2.780697e-01	2.989044e-02	
3500	1.000000e-01	9.005840e-03	2.889070e-01	2.989028e-02	
3600	1.000000e-01	9.005940e-03	2.999291e-01	2.989011e-02	
3700	1.000000e-01	9.006041e-03	3.111392e-01	2.988994e-02	
3800	1.000000e-01	9.006144e-03	3.225405e-01	2.988977e-02	
3900	1.000000e-01	9.006230e-03	3.341363e-01	2.988963e-02	
4000	1.000000e-01	9.006336e-03	3.459298e-01	2.988945e-02	
4100	1.000000e-01	9.006444e-03	3.579245e-01	2.988927e-02	
4200	1.000000e-01	9.006554e-03	3.701237e-01	2.988909e-02	
4300	1.000000e-01	9.006690e-03	3.825310e-01	2.988886e-02	
4400	1.000000e-01	9.006804e-03	3.951499e-01	2.988867e-02	
4500	1.000000e-01	9.006920e-03	4.079840e-01	2.988848e-02	
4600	1.000000e-01	9.007038e-03	4.210370e-01	2.988828e-02	
4700	1.000000e-01	9.007134e-03	4.343126e-01	2.988812e-02	
4800	1.000000e-01	9.007256e-03	4.478147e-01	2.988792e-02	
4900	1.000000e-01	9.007379e-03	4.615470e-01	2.988771e-02	
5000	1.000000e-01	9.007538e-03	4.755136e-01	2.988745e-02	
5100	1.000000e-01	9.007667e-03	4.897183e-01	2.988724e-02	
5200	1.000000e-01	9.007797e-03	5.041654e-01	2.988702e-02	
5300	1.000000e-01	9.007930e-03	5.188588e-01	2.988680e-02	
5400	1.000000e-01	9.008066e-03	5.338028e-01	2.988657e-02	
5500	1.000000e-01	9.008203e-03	5.490017e-01	2.988634e-02	
5600	1.000000e-01	9.008343e-03	5.644598e-01	2.988611e-02	
5700	1.000000e-01	9.008485e-03	5.801816e-01	2.988587e-02	
5800	1.000000e-01	9.008630e-03	5.961715e-01	2.988563e-02	
5900	1.000000e-01	9.008777e-03	6.124341e-01	2.988539e-02	
6000	1.000000e-01	9.008927e-03	6.289741e-01	2.988514e-02	
6100	1.000000e-01	9.009079e-03	6.457963e-01	2.988488e-02	
6200	1.000000e-01	9.009234e-03	6.629053e-01	2.988462e-02	
6300	1.000000e-01	9.009392e-03	6.803061e-01	2.988436e-02	
6400	1.000000e-01	9.009552e-03	6.980038e-01	2.988410e-02	
6500	1.000000e-01	9.009715e-03	7.160032e-01	2.988382e-02	
6600	1.000000e-01	9.009872e-03	7.343097e-01	2.988356e-02	
6700	1.000000e-01	9.010008e-03	7.529284e-01	2.988334e-02	
6800	1.000000e-01	9.010162e-03	7.718646e-01	2.988308e-02	
6900	1.000000e-01	9.010336e-03	7.911238e-01	2.988279e-02	
7000	1.000000e-01	9.010512e-03	8.107115e-01	2.988250e-02	
7100	1.000000e-01	9.010691e-03	8.306332e-01	2.988220e-02	
7200	1.000000e-01	9.010873e-03	8.508947e-01	2.988190e-02	
7300	1.000000e-01	9.011044e-03	8.715018e-01	2.988161e-02	
