step	cyano	ecw	
0	50	0	
100	50	0	
200	50	0	
300	50	0	
400	50	0	
500	51	0	
600	52	0	
700	52	0	
800	52	0	
900	52	0	
1000	53	0	
1100	55	0	
1200	55	0	
1300	56	0	
1400	56	0	
1500	57	0	
1600	58	0	
1700	58	0	
1800	59	0	
1900	59	0	
2000	61	0	
2100	61	0	
2200	61	0	
2300	63	0	
2400	64	0	
2500	64	0	
2600	67	0	
2700	67	0	
2800	70	0	
2900	71	0	
3000	71	0	
3100	71	0	
3200	71	0	
3300	71	0	
3400	72	0	
3500	72	0	
3600	75	0	
3700	77	0	
3800	78	0	
3900	81	0	
4000	81	0	
4100	81	0	
4200	82	0	
4300	84	0	
4400	85	0	
4500	86	0	
4600	87	0	
4700	88	0	
4800	90	0	
4900	90	0	
5000	93	0	
5100	96	0	
5200	97	0	
5300	101	0	
5400	102	0	
5500	106	0	
5600	109	0	
5700	110	0	
5800	113	0	
5900	115	0	
6000	117	0	
6100	118	0	
6200	120	0	
6300	123	0	
6400	124	0	
6500	125	0	
6600	127	0	
6700	130	0	
6800	132	0	
6900	133	0	
7000	134	0	
7100	135	0	
7200	135	0	
7300	135	0	
7400	138	0	
7500	140	0	
7600	145	0	
7700	146	0	
7800	147	0	
7900	150	0	
8000	152	0	
8100	155	0	
8200	157	0	
8300	159	0	
8400	163	0	
8500	167	0	
8600	169	0	
8700	171	0	
8800	172	0	
8900	174	0	
9000	177	0	
9100	183	0	
9200	187	0	
9300	190	0	
9400	196	0	
9500	199	0	
9600	201	0	
9700	206	0	
9800	210	0	
9900	217	0	
10000	219	0	
