step	cyano	ecw	
0	50	0	
100	50	0	
200	50	0	
300	50	0	
400	51	0	
500	53	0	
600	53	0	
700	55	0	
800	55	0	
900	56	0	
1000	58	0	
1100	58	0	
1200	58	0	
1300	60	0	
1400	62	0	
1500	62	0	
1600	64	0	
1700	65	0	
1800	67	0	
1900	69	0	
2000	69	0	
2100	71	0	
2200	72	0	
2300	73	0	
2400	74	0	
2500	74	0	
2600	79	0	
2700	80	0	
2800	81	0	
2900	81	0	
3000	81	0	
3100	83	0	
3200	85	0	
3300	87	0	
3400	88	0	
3500	90	0	
3600	92	0	
3700	93	0	
3800	94	0	
3900	95	0	
4000	96	0	
4100	99	0	
4200	100	0	
4300	103	0	
4400	105	0	
4500	105	0	
4600	108	0	
4700	111	0	
4800	116	0	
4900	117	0	
5000	122	0	
5100	124	0	
5200	125	0	
5300	130	0	
5400	134	0	
5500	137	0	
5600	139	0	
5700	144	0	
5800	145	0	
5900	147	0	
6000	154	0	
6100	155	0	
6200	159	0	
6300	160	0	
6400	162	0	
6500	165	0	
6600	168	0	
6700	171	0	
6800	173	0	
6900	176	0	
7000	177	0	
7100	180	0	
7200	181	0	
7300	183	0	
7400	185	0	
7500	194	0	
7600	200	0	
7700	203	0	
7800	208	0	
7900	211	0	
8000	215	0	
8100	222	0	
8200	225	0	
8300	230	0	
8400	233	0	
8500	238	0	
8600	242	0	
8700	251	0	
8800	258	0	
8900	265	0	
9000	272	0	
9100	278	0	
9200	284	0	
9300	288	0	
9400	292	0	
9500	299	0	
9600	308	0	
9700	311	0	
9800	314	0	
9900	318	0	
10000	325	0	
