step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.002121e-03	2.735695e-03	2.989647e-02	
200	1.000000e-01	9.002162e-03	5.437564e-03	2.989640e-02	
300	1.000000e-01	9.002203e-03	8.190611e-03	2.989633e-02	
400	1.000000e-01	9.002245e-03	1.099600e-02	2.989626e-02	
500	1.000000e-01	9.002288e-03	1.385479e-02	2.989619e-02	
600	1.000000e-01	9.002332e-03	1.676808e-02	2.989612e-02	
700	1.000000e-01	9.002376e-03	1.973693e-02	2.989604e-02	
800	1.000000e-01	9.002422e-03	2.276241e-02	2.989597e-02	
900	1.000000e-01	9.002468e-03	2.584561e-02	2.989589e-02	
1000	1.000000e-01	9.002515e-03	2.898764e-02	2.989581e-02	
1100	1.000000e-01	9.002563e-03	3.218962e-02	2.989573e-02	
1200	1.000000e-01	9.002612e-03	3.545270e-02	2.989565e-02	
1300	1.000000e-01	9.002662e-03	3.877804e-02	2.989557e-02	
1400	1.000000e-01	9.002713e-03	4.216684e-02	2.989548e-02	
1500	1.000000e-01	9.002769e-03	4.562031e-02	2.989539e-02	
1600	1.000000e-01	9.002822e-03	4.913969e-02	2.989530e-02	
1700	1.000000e-01	9.002876e-03	5.272623e-02	2.989521e-02	
1800	1.000000e-01	9.002931e-03	5.638122e-02	2.989512e-02	
1900	1.000000e-01	9.002987e-03	6.010597e-02	2.989503e-02	
2000	1.000000e-01	9.003034e-03	6.390180e-02	2.989495e-02	
2100	1.000000e-01	9.003092e-03	6.777008e-02	2.989485e-02	
2200	1.000000e-01	9.003151e-03	7.171218e-02	2.989475e-02	
2300	1.000000e-01	9.003211e-03	7.572952e-02	2.989465e-02	
2400	1.000000e-01	9.003273e-03	7.982353e-02	2.989455e-02	
2500	1.000000e-01	9.003335e-03	8.399567e-02	2.989445e-02	
2600	1.000000e-01	9.003399e-03	8.824744e-02	2.989434e-02	
2700	1.000000e-01	9.003464e-03	9.258035e-02	2.989423e-02	
2800	1.000000e-01	9.003530e-03	9.699597e-02	2.989412e-02	
2900	1.000000e-01	9.003597e-03	1.014959e-01	2.989401e-02	
3000	1.000000e-01	9.003666e-03	1.060816e-01	2.989390e-02	
3100	1.000000e-01	9.003736e-03	1.107549e-01	2.989378e-02	
3200	1.000000e-01	9.003807e-03	1.155174e-01	2.989366e-02	
3300	1.000000e-01	9.003880e-03	1.203708e-01	2.989354e-02	
3400	1.000000e-01	9.003938e-03	1.253168e-01	2.989344e-02	
3500	1.000000e-01	9.004014e-03	1.303572e-01	2.989332e-02	
3600	1.000000e-01	9.004090e-03	1.354938e-01	2.989319e-02	
3700	1.000000e-01	9.004168e-03	1.407284e-01	2.989306e-02	
3800	1.000000e-01	9.004248e-03	1.460629e-01	2.989293e-02	
3900	1.000000e-01	9.004322e-03	1.514993e-01	2.989280e-02	
4000	1.000000e-01	9.004404e-03	1.570394e-01	2.989267e-02	
4100	1.000000e-01	9.004488e-03	1.626853e-01	2.989253e-02	
4200	1.000000e-01	9.004574e-03	1.684389e-01	2.989238e-02	
4300	1.000000e-01	9.004670e-03	1.743023e-01	2.989222e-02	
4400	1.000000e-01	9.004760e-03	1.802776e-01	2.989208e-02	
4500	1.000000e-01	9.004850e-03	1.863670e-01	2.989192e-02	
4600	1.000000e-01	9.004943e-03	1.925726e-01	2.989177e-02	
4700	1.000000e-01	9.005041e-03	1.988966e-01	2.989161e-02	
4800	1.000000e-01	9.005126e-03	2.053414e-01	2.989147e-02	
4900	1.000000e-01	9.005224e-03	2.119091e-01	2.989130e-02	
5000	1.000000e-01	9.005318e-03	2.186022e-01	2.989115e-02	
5100	1.000000e-01	9.005419e-03	2.254230e-01	2.989098e-02	
5200	1.000000e-01	9.005508e-03	2.323740e-01	2.989083e-02	
5300	1.000000e-01	9.005613e-03	2.394577e-01	2.989065e-02	
5400	1.000000e-01	9.005720e-03	2.466766e-01	2.989048e-02	
5500	1.000000e-01	9.005841e-03	2.540333e-01	2.989027e-02	
5600	1.000000e-01	9.005953e-03	2.615304e-01	2.989009e-02	
5700	1.000000e-01	9.006054e-03	2.691705e-01	2.988992e-02	
5800	1.000000e-01	9.006170e-03	2.769565e-01	2.988973e-02	
5900	1.000000e-01	9.006288e-03	2.848911e-01	2.988953e-02	
6000	1.000000e-01	9.006408e-03	2.929772e-01	2.988933e-02	
6100	1.000000e-01	9.006530e-03	3.012175e-01	2.988913e-02	
6200	1.000000e-01	9.006655e-03	3.096152e-01	2.988892e-02	
6300	1.000000e-01	9.006782e-03	3.181731e-01	2.988871e-02	
6400	1.000000e-01	9.006906e-03	3.268944e-01	2.988850e-02	
6500	1.000000e-01	9.007023e-03	3.357821e-01	2.988831e-02	
6600	1.000000e-01	9.007153e-03	3.448395e-01	2.988809e-02	
6700	1.000000e-01	9.007289e-03	3.540697e-01	2.988786e-02	
6800	1.000000e-01	9.007429e-03	3.634761e-01	2.988763e-02	
6900	1.000000e-01	9.007570e-03	3.730620e-01	2.988740e-02	
7000	1.000000e-01	9.007715e-03	3.828309e-01	2.988715e-02	
7100	1.000000e-01	9.007862e-03	3.927862e-01	2.988691e-02	
7200	1.000000e-01	9.008012e-03	4.029316e-01	2.988666e-02	
7300	1.000000e-01	9.008169e-03	4.132705e-01	2.988640e-02	
7400	1.000000e-01	9.008333e-03	4.238068e-01	2.988612e-02	
7500	1.000000e-01	9.008492e-03	4.345442e-01	2.988586e-02	
7600	1.000000e-01	9.008665e-03	4.454865e-01	2.988557e-02	
7700	1.000000e-01	9.008831e-03	4.566377e-01	2.988530e-02	
7800	1.000000e-01	9.008984e-03	4.680017e-01	2.988504e-02	
7900	1.000000e-01	9.009155e-03	4.795827e-01	2.988476e-02	
8000	1.000000e-01	9.009330e-03	4.913846e-01	2.988447e-02	
8100	1.000000e-01	9.009508e-03	5.034118e-01	2.988417e-02	
8200	1.000000e-01	9.009689e-03	5.156686e-01	2.988387e-02	
8300	1.000000e-01	9.009874e-03	5.281592e-01	2.988356e-02	
8400	1.000000e-01	9.010069e-03	5.408883e-01	2.988323e-02	
8500	1.000000e-01	9.010278e-03	5.538604e-01	2.988289e-02	
8600	1.000000e-01	9.010474e-03	5.670800e-01	2.988256e-02	
8700	1.000000e-01	9.010678e-03	5.805519e-01	2.988222e-02	
8800	1.000000e-01	9.010881e-03	5.942810e-01	2.988188e-02	
8900	1.000000e-01	9.011099e-03	6.082721e-01	2.988152e-02	
9000	1.000000e-01	9.011310e-03	6.225302e-01	2.988117e-02	
9100	1.000000e-01	9.011544e-03	6.370605e-01	2.988078e-02	
9200	1.000000e-01	9.011764e-03	6.518681e-01	2.988041e-02	
9300	1.000000e-01	9.011997e-03	6.669583e-01	2.988003e-02	
