step	cyano	ecw	
0	4.182956e-14	1.035249e-14	
100	4.238390e-14	1.034441e-14	
200	4.294558e-14	1.033710e-14	
300	4.351470e-14	1.033054e-14	
400	4.409137e-14	1.032471e-14	
500	4.467568e-14	1.031962e-14	
600	4.526773e-14	1.031526e-14	
700	4.586763e-14	1.031163e-14	
800	4.647548e-14	1.030871e-14	
900	4.709138e-14	1.030651e-14	
1000	4.771544e-14	1.030502e-14	
1100	4.834778e-14	1.030424e-14	
1200	4.898850e-14	1.030416e-14	
1300	4.963770e-14	1.030478e-14	
1400	5.029551e-14	1.030610e-14	
1500	5.096204e-14	1.030810e-14	
1600	5.163740e-14	1.031080e-14	
1700	5.232171e-14	1.031417e-14	
1800	5.301509e-14	1.031823e-14	
1900	5.371765e-14	1.032296e-14	
2000	5.442953e-14	1.032836e-14	
2100	5.515084e-14	1.033443e-14	
2200	5.588171e-14	1.034117e-14	
2300	5.662227e-14	1.034857e-14	
2400	5.737264e-14	1.035663e-14	
2500	5.813296e-14	1.036535e-14	
2600	5.890335e-14	1.037472e-14	
2700	5.968395e-14	1.038475e-14	
2800	6.047489e-14	1.039542e-14	
2900	6.127632e-14	1.040674e-14	
3000	6.208836e-14	1.041871e-14	
3100	6.291117e-14	1.043132e-14	
3200	6.374488e-14	1.044457e-14	
3300	6.458964e-14	1.045845e-14	
3400	6.544560e-14	1.047298e-14	
3500	6.631290e-14	1.048814e-14	
3600	6.719169e-14	1.050393e-14	
3700	6.808213e-14	1.052036e-14	
3800	6.898437e-14	1.053741e-14	
3900	6.989856e-14	1.055509e-14	
4000	7.082487e-14	1.057340e-14	
4100	7.176346e-14	1.059234e-14	
4200	7.271449e-14	1.061190e-14	
4300	7.367811e-14	1.063208e-14	
4400	7.465451e-14	1.065289e-14	
4500	7.564385e-14	1.067432e-14	
4600	7.664630e-14	1.069638e-14	
4700	7.766203e-14	1.071905e-14	
4800	7.869122e-14	1.074234e-14	
4900	7.973405e-14	1.076624e-14	
5000	8.079071e-14	1.079077e-14	
5100	8.186136e-14	1.081591e-14	
5200	8.294621e-14	1.084167e-14	
5300	8.404543e-14	1.086805e-14	
5400	8.515921e-14	1.089504e-14	
5500	8.628776e-14	1.092265e-14	
5600	8.743127e-14	1.095087e-14	
5700	8.858992e-14	1.097971e-14	
5800	8.976393e-14	1.100917e-14	
5900	9.095350e-14	1.103924e-14	
6000	9.215884e-14	1.106993e-14	
6100	9.338015e-14	1.110123e-14	
6200	9.461764e-14	1.113315e-14	
6300	9.587153e-14	1.116568e-14	
6400	9.714204e-14	1.119883e-14	
6500	9.842939e-14	1.123260e-14	
6600	9.973379e-14	1.126699e-14	
6700	1.010555e-13	1.130199e-14	
6800	1.023947e-13	1.133762e-14	
6900	1.037517e-13	1.137386e-14	
7000	1.051266e-13	1.141072e-14	
7100	1.065197e-13	1.144820e-14	
7200	1.079314e-13	1.148630e-14	
7300	1.093617e-13	1.152503e-14	
7400	1.108110e-13	1.156438e-14	
7500	1.122795e-13	1.160435e-14	
7600	1.137674e-13	1.164495e-14	
7700	1.152751e-13	1.168618e-14	
7800	1.168027e-13	1.172803e-14	
7900	1.183506e-13	1.177052e-14	
8000	1.199190e-13	1.181363e-14	
8100	1.215082e-13	1.185738e-14	
8200	1.231185e-13	1.190176e-14	
8300	1.247501e-13	1.194677e-14	
8400	1.264033e-13	1.199242e-14	
8500	1.280784e-13	1.203871e-14	
8600	1.297757e-13	1.208563e-14	
8700	1.314955e-13	1.213320e-14	
8800	1.332381e-13	1.218141e-14	
8900	1.350038e-13	1.223027e-14	
9000	1.367929e-13	1.227977e-14	
9100	1.386057e-13	1.232992e-14	
9200	1.404426e-13	1.238072e-14	
9300	1.423038e-13	1.243217e-14	
9400	1.441896e-13	1.248427e-14	
9500	1.461004e-13	1.253703e-14	
9600	1.480366e-13	1.259045e-14	
9700	1.499984e-13	1.264453e-14	
9800	1.519862e-13	1.269926e-14	
9900	1.540003e-13	1.275467e-14	
10000	1.560412e-13	1.281074e-14	
10100	1.581091e-13	1.286748e-14	
10200	1.602044e-13	1.292489e-14	
10300	1.623274e-13	1.298298e-14	
10400	1.644786e-13	1.304175e-14	
10500	1.666583e-13	1.310119e-14	
10600	1.688669e-13	1.316132e-14	
10700	1.711048e-13	1.322213e-14	
10800	1.733723e-13	1.328362e-14	
10900	1.756698e-13	1.334581e-14	
11000	1.779978e-13	1.340869e-14	
11100	1.803567e-13	1.347227e-14	
11200	1.827468e-13	1.353654e-14	
11300	1.851686e-13	1.360152e-14	
11400	1.876225e-13	1.366720e-14	
11500	1.901089e-13	1.373359e-14	
11600	1.926283e-13	1.380069e-14	
11700	1.951810e-13	1.386850e-14	
11800	1.977676e-13	1.393703e-14	
11900	2.003885e-13	1.400628e-14	
12000	2.030440e-13	1.407625e-14	
12100	2.057348e-13	1.414695e-14	
12200	2.084613e-13	1.421838e-14	
12300	2.112238e-13	1.429054e-14	
12400	2.140230e-13	1.436344e-14	
12500	2.168593e-13	1.443708e-14	
12600	2.197331e-13	1.451146e-14	
12700	2.226451e-13	1.458659e-14	
12800	2.255956e-13	1.466247e-14	
12900	2.285853e-13	1.473911e-14	
13000	2.316145e-13	1.481651e-14	
13100	2.346839e-13	1.489467e-14	
13200	2.377940e-13	1.497359e-14	
13300	2.409453e-13	1.505329e-14	
13400	2.441383e-13	1.513376e-14	
13500	2.473737e-13	1.521500e-14	
13600	2.506519e-13	1.529703e-14	
13700	2.539736e-13	1.537985e-14	
13800	2.573393e-13	1.546346e-14	
13900	2.607496e-13	1.554786e-14	
14000	2.642051e-13	1.563305e-14	
14100	2.677064e-13	1.571906e-14	
14200	2.712541e-13	1.580586e-14	
14300	2.748488e-13	1.589349e-14	
14400	2.784912e-13	1.598192e-14	
14500	2.821818e-13	1.607118e-14	
14600	2.859213e-13	1.616126e-14	
14700	2.897104e-13	1.625217e-14	
14800	2.935497e-13	1.634392e-14	
14900	2.974398e-13	1.643650e-14	
15000	3.013816e-13	1.652993e-14	
15100	3.053755e-13	1.662420e-14	
15200	3.094224e-13	1.671933e-14	
15300	3.135229e-13	1.681532e-14	
15400	3.176778e-13	1.691216e-14	
15500	3.218877e-13	1.700988e-14	
15600	3.261534e-13	1.710847e-14	
15700	3.304757e-13	1.720793e-14	
15800	3.348552e-13	1.730828e-14	
15900	3.392927e-13	1.740952e-14	
16000	3.437891e-13	1.751164e-14	
16100	3.483451e-13	1.761467e-14	
16200	3.529614e-13	1.771860e-14	
16300	3.576389e-13	1.782344e-14	
16400	3.623784e-13	1.792919e-14	
16500	3.671807e-13	1.803586e-14	
16600	3.720466e-13	1.814346e-14	
16700	3.769771e-13	1.825199e-14	
16800	3.819728e-13	1.836145e-14	
16900	3.870348e-13	1.847186e-14	
17000	3.921638e-13	1.858321e-14	
17100	3.973608e-13	1.869552e-14	
17200	4.026267e-13	1.880879e-14	
17300	4.079624e-13	1.892302e-14	
17400	4.133688e-13	1.903822e-14	
17500	4.188468e-13	1.915440e-14	
17600	4.243975e-13	1.927157e-14	
17700	4.300216e-13	1.938972e-14	
17800	4.357204e-13	1.950886e-14	
17900	4.414946e-13	1.962901e-14	
18000	4.473453e-13	1.975017e-14	
18100	4.532736e-13	1.987234e-14	
18200	4.577910e-13	1.999553e-14	
18300	4.638577e-13	2.011974e-14	
18400	4.700048e-13	2.024499e-14	
18500	4.762334e-13	2.037128e-14	
18600	4.825445e-13	2.049861e-14	
18700	4.889393e-13	2.062699e-14	
18800	4.954188e-13	2.075643e-14	
18900	5.019841e-13	2.088694e-14	
19000	5.086365e-13	2.101852e-14	
19100	5.153770e-13	2.115118e-14	
19200	5.222069e-13	2.128492e-14	
19300	5.291272e-13	2.141976e-14	
19400	5.361393e-13	2.155570e-14	
19500	5.432443e-13	2.169274e-14	
19600	5.504434e-13	2.183090e-14	
19700	5.577380e-13	2.197019e-14	
19800	5.651292e-13	2.211060e-14	
19900	5.726184e-13	2.225215e-14	
20000	5.802068e-13	2.239484e-14	
20100	5.878958e-13	2.253868e-14	
20200	5.956867e-13	2.268368e-14	
20300	6.035808e-13	2.282985e-14	
20400	6.115795e-13	2.297719e-14	
20500	6.196843e-13	2.312571e-14	
20600	6.278964e-13	2.327542e-14	
20700	6.362174e-13	2.342633e-14	
20800	6.446486e-13	2.357844e-14	
20900	6.531916e-13	2.373177e-14	
21000	6.618477e-13	2.388632e-14	
21100	6.706186e-13	2.404209e-14	
21200	6.795058e-13	2.419911e-14	
21300	6.885107e-13	2.435737e-14	
21400	6.976349e-13	2.451688e-14	
21500	7.068800e-13	2.467766e-14	
21600	7.162477e-13	2.483971e-14	
21700	7.257395e-13	2.500303e-14	
21800	7.353571e-13	2.516765e-14	
21900	7.451021e-13	2.533356e-14	
22000	7.549763e-13	2.550077e-14	
22100	7.649813e-13	2.566930e-14	
22200	7.751190e-13	2.583916e-14	
22300	7.853909e-13	2.601034e-14	
22400	7.957990e-13	2.618286e-14	
22500	8.063450e-13	2.635674e-14	
22600	8.170308e-13	2.653197e-14	
22700	8.278582e-13	2.670857e-14	
22800	8.388291e-13	2.688655e-14	
22900	8.499453e-13	2.706591e-14	
23000	8.612089e-13	2.724667e-14	
23100	8.726217e-13	2.742884e-14	
23200	8.841858e-13	2.761242e-14	
23300	8.959031e-13	2.779742e-14	
23400	9.077757e-13	2.798386e-14	
23500	9.198056e-13	2.817174e-14	
23600	9.319950e-13	2.836108e-14	
23700	9.443459e-13	2.855188e-14	
23800	9.568605e-13	2.874415e-14	
23900	9.695409e-13	2.893791e-14	
24000	9.823893e-13	2.913317e-14	
24100	9.954080e-13	2.932992e-14	
24200	1.007531e-12	2.952819e-14	
24300	1.020883e-12	2.972799e-14	
24400	1.034412e-12	2.992932e-14	
24500	1.048120e-12	3.013220e-14	
24600	1.062010e-12	3.033664e-14	
24700	1.076084e-12	3.054264e-14	
24800	1.090344e-12	3.075022e-14	
24900	1.104793e-12	3.095939e-14	
25000	1.119434e-12	3.117016e-14	
25100	1.134269e-12	3.138254e-14	
25200	1.149301e-12	3.159654e-14	
25300	1.164531e-12	3.181217e-14	
25400	1.179964e-12	3.202945e-14	
