step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.001161e-03	1.594825e-05	2.989807e-02	
200	1.000000e-01	9.001181e-03	4.029647e-05	2.989803e-02	
300	1.000000e-01	9.001201e-03	7.729753e-05	2.989800e-02	
400	1.000000e-01	9.001222e-03	1.333523e-04	2.989796e-02	
500	1.000000e-01	9.001244e-03	2.181256e-04	2.989793e-02	
600	1.000000e-01	9.001265e-03	3.463575e-04	2.989789e-02	
700	1.000000e-01	9.001287e-03	5.410048e-04	2.989786e-02	
800	1.000000e-01	9.001300e-03	8.401315e-04	2.989784e-02	
900	1.000000e-01	9.001323e-03	1.313733e-03	2.989780e-02	
1000	1.000000e-01	9.001346e-03	2.151745e-03	2.989776e-02	
1100	1.000000e-01	9.001369e-03	3.350782e-03	2.989772e-02	
1200	1.000000e-01	9.001393e-03	4.916616e-03	2.989768e-02	
1300	1.000000e-01	9.001417e-03	6.882880e-03	2.989764e-02	
1400	1.000000e-01	9.001442e-03	9.274178e-03	2.989760e-02	
1500	1.000000e-01	9.001475e-03	1.211306e-02	2.989754e-02	
1600	1.000000e-01	9.001501e-03	1.538640e-02	2.989750e-02	
1700	1.000000e-01	9.001527e-03	1.910741e-02	2.989746e-02	
1800	1.000000e-01	9.001554e-03	2.329226e-02	2.989741e-02	
1900	1.000000e-01	9.001581e-03	2.797702e-02	2.989737e-02	
2000	1.000000e-01	9.001608e-03	3.303876e-02	2.989732e-02	
2100	1.000000e-01	9.001636e-03	3.837337e-02	2.989728e-02	
2200	1.000000e-01	9.001665e-03	4.394607e-02	2.989723e-02	
2300	1.000000e-01	9.001694e-03	4.974266e-02	2.989718e-02	
2400	1.000000e-01	9.001723e-03	5.576135e-02	2.989713e-02	
2500	1.000000e-01	9.001753e-03	6.200098e-02	2.989708e-02	
2600	1.000000e-01	9.001784e-03	6.846141e-02	2.989703e-02	
2700	1.000000e-01	9.001815e-03	7.514331e-02	2.989698e-02	
2800	1.000000e-01	9.001847e-03	8.204691e-02	2.989692e-02	
2900	1.000000e-01	9.001879e-03	8.917277e-02	2.989687e-02	
3000	1.000000e-01	9.001912e-03	9.652365e-02	2.989682e-02	
