step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.000784e-03	3.525738e-02	2.989869e-02	
200	1.000000e-01	9.000794e-03	6.986645e-02	2.989868e-02	
300	1.000000e-01	9.000804e-03	1.049224e-01	2.989866e-02	
400	1.000000e-01	9.000815e-03	1.404343e-01	2.989864e-02	
500	1.000000e-01	9.000826e-03	1.764092e-01	2.989862e-02	
600	1.000000e-01	9.000837e-03	2.128540e-01	2.989861e-02	
700	1.000000e-01	9.000855e-03	2.497753e-01	2.989858e-02	
800	1.000000e-01	9.000866e-03	2.871797e-01	2.989856e-02	
900	1.000000e-01	9.000878e-03	3.250739e-01	2.989854e-02	
1000	1.000000e-01	9.000889e-03	3.634644e-01	2.989852e-02	
1100	1.000000e-01	9.000902e-03	4.023582e-01	2.989850e-02	
1200	1.000000e-01	9.000903e-03	4.417621e-01	2.989850e-02	
1300	1.000000e-01	9.000918e-03	4.816829e-01	2.989847e-02	
1400	1.000000e-01	9.000930e-03	5.221277e-01	2.989845e-02	
1500	1.000000e-01	9.000943e-03	5.631034e-01	2.989843e-02	
1600	1.000000e-01	9.000952e-03	6.046173e-01	2.989841e-02	
1700	1.000000e-01	9.000966e-03	6.466764e-01	2.989839e-02	
1800	1.000000e-01	9.000972e-03	6.892882e-01	2.989838e-02	
1900	1.000000e-01	9.000985e-03	7.324601e-01	2.989836e-02	
2000	1.000000e-01	9.000998e-03	7.761998e-01	2.989834e-02	
2100	1.000000e-01	9.001010e-03	8.205149e-01	2.989832e-02	
2200	1.000000e-01	9.001024e-03	8.654130e-01	2.989829e-02	
2300	1.000000e-01	9.001037e-03	9.109021e-01	2.989827e-02	
2400	1.000000e-01	9.001051e-03	9.569901e-01	2.989825e-02	
2500	1.000000e-01	9.001067e-03	1.003685e+00	2.989822e-02	
2600	1.000000e-01	9.001079e-03	1.050995e+00	2.989820e-02	
2700	1.000000e-01	9.001093e-03	1.098928e+00	2.989818e-02	
2800	1.000000e-01	9.001108e-03	1.147493e+00	2.989815e-02	
2900	1.000000e-01	9.001122e-03	1.196699e+00	2.989813e-02	
3000	1.000000e-01	9.001137e-03	1.246553e+00	2.989811e-02	
3100	1.000000e-01	9.001152e-03	1.297064e+00	2.989808e-02	
3200	1.000000e-01	9.001167e-03	1.348242e+00	2.989806e-02	
3300	1.000000e-01	9.001183e-03	1.400096e+00	2.989803e-02	
3400	1.000000e-01	9.001192e-03	1.452633e+00	2.989801e-02	
3500	1.000000e-01	9.001208e-03	1.505865e+00	2.989799e-02	
3600	1.000000e-01	9.001224e-03	1.559799e+00	2.989796e-02	
3700	1.000000e-01	9.001240e-03	1.614445e+00	2.989793e-02	
3800	1.000000e-01	9.001260e-03	1.669813e+00	2.989790e-02	
3900	1.000000e-01	9.001281e-03	1.725913e+00	2.989787e-02	
4000	1.000000e-01	9.001298e-03	1.782754e+00	2.989784e-02	
4100	1.000000e-01	9.001315e-03	1.840346e+00	2.989781e-02	
4200	1.000000e-01	9.001334e-03	1.898699e+00	2.989778e-02	
4300	1.000000e-01	9.001351e-03	1.957824e+00	2.989775e-02	
4400	1.000000e-01	9.001369e-03	2.017730e+00	2.989772e-02	
4500	1.000000e-01	9.001387e-03	2.078428e+00	2.989769e-02	
4600	1.000000e-01	9.001399e-03	2.139930e+00	2.989767e-02	
4700	1.000000e-01	9.001418e-03	2.202245e+00	2.989764e-02	
4800	1.000000e-01	9.001430e-03	2.265384e+00	2.989762e-02	
4900	1.000000e-01	9.001446e-03	2.329359e+00	2.989759e-02	
5000	1.000000e-01	9.001465e-03	2.394180e+00	2.989756e-02	
5100	1.000000e-01	9.001491e-03	2.459859e+00	2.989752e-02	
5200	1.000000e-01	9.001508e-03	2.526408e+00	2.989749e-02	
5300	1.000000e-01	9.001537e-03	2.593837e+00	2.989744e-02	
5400	1.000000e-01	9.001546e-03	2.662159e+00	2.989742e-02	
5500	1.000000e-01	9.001567e-03	2.731385e+00	2.989739e-02	
5600	1.000000e-01	9.001588e-03	2.801529e+00	2.989735e-02	
5700	1.000000e-01	9.001612e-03	2.872601e+00	2.989731e-02	
5800	1.000000e-01	9.001630e-03	2.944615e+00	2.989728e-02	
5900	1.000000e-01	9.001651e-03	3.017583e+00	2.989725e-02	
6000	1.000000e-01	9.001673e-03	3.091517e+00	2.989721e-02	
6100	1.000000e-01	9.001695e-03	3.166431e+00	2.989718e-02	
6200	1.000000e-01	9.001715e-03	3.242338e+00	2.989714e-02	
6300	1.000000e-01	9.001737e-03	3.319250e+00	2.989711e-02	
6400	1.000000e-01	9.001758e-03	3.397182e+00	2.989707e-02	
6500	1.000000e-01	9.001777e-03	3.476147e+00	2.989704e-02	
6600	1.000000e-01	9.001804e-03	3.556159e+00	2.989699e-02	
6700	1.000000e-01	9.001835e-03	3.637231e+00	2.989694e-02	
6800	1.000000e-01	9.001860e-03	3.719378e+00	2.989690e-02	
