step	cyano	ecw	
0	50	0	
100	50	0	
200	50	0	
300	50	0	
400	50	0	
500	51	0	
600	53	0	
700	55	0	
800	55	0	
900	56	0	
1000	56	0	
1100	57	0	
1200	58	0	
1300	59	0	
1400	62	0	
1500	63	0	
1600	64	0	
1700	65	0	
1800	67	0	
1900	67	0	
2000	69	0	
2100	69	0	
2200	69	0	
2300	71	0	
2400	72	0	
2500	74	0	
2600	75	0	
2700	76	0	
2800	77	0	
2900	78	0	
3000	78	0	
3100	79	0	
3200	79	0	
3300	79	0	
3400	80	0	
3500	81	0	
3600	83	0	
3700	83	0	
3800	84	0	
3900	90	0	
4000	91	0	
4100	93	0	
4200	93	0	
4300	95	0	
4400	97	0	
4500	99	0	
4600	103	0	
4700	104	0	
4800	106	0	
4900	110	0	
5000	112	0	
5100	114	0	
5200	116	0	
5300	117	0	
5400	119	0	
5500	121	0	
5600	123	0	
5700	125	0	
5800	131	0	
5900	136	0	
6000	142	0	
6100	144	0	
6200	146	0	
6300	149	0	
6400	150	0	
6500	152	0	
6600	153	0	
6700	154	0	
6800	155	0	
6900	156	0	
7000	162	0	
7100	163	0	
7200	164	0	
7300	168	0	
7400	171	0	
7500	172	0	
7600	179	0	
7700	181	0	
7800	183	0	
7900	184	0	
8000	188	0	
8100	189	0	
8200	190	0	
8300	195	0	
8400	200	0	
8500	206	0	
8600	208	0	
8700	212	0	
8800	218	0	
8900	224	0	
9000	228	0	
9100	230	0	
9200	233	0	
9300	238	0	
9400	248	0	
9500	252	0	
9600	258	0	
9700	265	0	
9800	267	0	
9900	276	0	
10000	282	0	
