step	cyano	ecw	
0	9.728832e-14	0.000000e+00	
100	9.911640e-14	0.000000e+00	
200	1.009788e-13	0.000000e+00	
300	1.028763e-13	0.000000e+00	
400	1.048093e-13	0.000000e+00	
500	1.067787e-13	0.000000e+00	
600	1.087852e-13	0.000000e+00	
700	1.108293e-13	0.000000e+00	
800	1.129118e-13	0.000000e+00	
900	1.150334e-13	0.000000e+00	
1000	1.171950e-13	0.000000e+00	
1100	1.193971e-13	0.000000e+00	
1200	1.216406e-13	0.000000e+00	
1300	1.239263e-13	0.000000e+00	
1400	1.262549e-13	0.000000e+00	
1500	1.286273e-13	0.000000e+00	
1600	1.310442e-13	0.000000e+00	
1700	1.335066e-13	0.000000e+00	
1800	1.360152e-13	0.000000e+00	
1900	1.385710e-13	0.000000e+00	
2000	1.411748e-13	0.000000e+00	
2100	1.438275e-13	0.000000e+00	
2200	1.465301e-13	0.000000e+00	
2300	1.492834e-13	0.000000e+00	
2400	1.520885e-13	0.000000e+00	
2500	1.549463e-13	0.000000e+00	
2600	1.578578e-13	0.000000e+00	
2700	1.608240e-13	0.000000e+00	
2800	1.638459e-13	0.000000e+00	
2900	1.669247e-13	0.000000e+00	
3000	1.700612e-13	0.000000e+00	
3100	1.732567e-13	0.000000e+00	
3200	1.765123e-13	0.000000e+00	
3300	1.798290e-13	0.000000e+00	
3400	1.832081e-13	0.000000e+00	
3500	1.866506e-13	0.000000e+00	
3600	1.901578e-13	0.000000e+00	
3700	1.937310e-13	0.000000e+00	
3800	1.973712e-13	0.000000e+00	
3900	2.010799e-13	0.000000e+00	
4000	2.048583e-13	0.000000e+00	
4100	2.087076e-13	0.000000e+00	
4200	2.126293e-13	0.000000e+00	
4300	2.166247e-13	0.000000e+00	
4400	2.206951e-13	0.000000e+00	
4500	2.248421e-13	0.000000e+00	
4600	2.290669e-13	0.000000e+00	
4700	2.333712e-13	0.000000e+00	
4800	2.377563e-13	0.000000e+00	
4900	2.422238e-13	0.000000e+00	
5000	2.467753e-13	0.000000e+00	
5100	2.514123e-13	0.000000e+00	
5200	2.561364e-13	0.000000e+00	
5300	2.609493e-13	0.000000e+00	
5400	2.658526e-13	0.000000e+00	
5500	2.708481e-13	0.000000e+00	
5600	2.759374e-13	0.000000e+00	
5700	2.811224e-13	0.000000e+00	
5800	2.864047e-13	0.000000e+00	
5900	2.917864e-13	0.000000e+00	
6000	2.972691e-13	0.000000e+00	
6100	3.028549e-13	0.000000e+00	
6200	3.085457e-13	0.000000e+00	
6300	3.143434e-13	0.000000e+00	
6400	3.202500e-13	0.000000e+00	
6500	3.262676e-13	0.000000e+00	
6600	3.323983e-13	0.000000e+00	
6700	3.386441e-13	0.000000e+00	
6800	3.450074e-13	0.000000e+00	
6900	3.514902e-13	0.000000e+00	
7000	3.580948e-13	0.000000e+00	
7100	3.648235e-13	0.000000e+00	
7200	3.716787e-13	0.000000e+00	
7300	3.786626e-13	0.000000e+00	
7400	3.857778e-13	0.000000e+00	
7500	3.930267e-13	0.000000e+00	
7600	4.004118e-13	0.000000e+00	
7700	4.079357e-13	0.000000e+00	
7800	4.156009e-13	0.000000e+00	
7900	4.234102e-13	0.000000e+00	
8000	4.313662e-13	0.000000e+00	
8100	4.394717e-13	0.000000e+00	
8200	4.477296e-13	0.000000e+00	
8300	4.561426e-13	0.000000e+00	
8400	4.647136e-13	0.000000e+00	
8500	4.734457e-13	0.000000e+00	
8600	4.823419e-13	0.000000e+00	
8700	4.914053e-13	0.000000e+00	
