step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.000001e-03	3.280872e-08	2.990000e-02	
200	1.000000e-01	9.000001e-03	1.353215e-07	2.990000e-02	
300	1.000000e-01	9.000001e-03	2.951153e-07	2.990000e-02	
400	1.000000e-01	9.000001e-03	4.791251e-07	2.990000e-02	
500	1.000000e-01	9.000001e-03	6.853046e-07	2.990000e-02	
600	1.000000e-01	9.000001e-03	9.120080e-07	2.990000e-02	
700	1.000000e-01	9.000001e-03	1.157923e-06	2.990000e-02	
800	1.000000e-01	9.000001e-03	1.421996e-06	2.990000e-02	
900	1.000000e-01	9.000001e-03	1.703375e-06	2.990000e-02	
1000	1.000000e-01	9.000001e-03	2.001369e-06	2.990000e-02	
1100	1.000000e-01	9.000001e-03	2.315412e-06	2.990000e-02	
1200	1.000000e-01	9.000001e-03	2.645037e-06	2.990000e-02	
1300	1.000000e-01	9.000001e-03	2.989857e-06	2.990000e-02	
1400	1.000000e-01	9.000001e-03	3.349557e-06	2.990000e-02	
1500	1.000000e-01	9.000001e-03	3.723876e-06	2.990000e-02	
1600	1.000000e-01	9.000001e-03	4.112599e-06	2.990000e-02	
1700	1.000000e-01	9.000001e-03	4.515549e-06	2.990000e-02	
1800	1.000000e-01	9.000001e-03	4.932584e-06	2.990000e-02	
1900	1.000000e-01	9.000001e-03	5.363595e-06	2.990000e-02	
2000	1.000000e-01	9.000001e-03	5.808498e-06	2.990000e-02	
2100	1.000000e-01	9.000001e-03	6.267231e-06	2.990000e-02	
2200	1.000000e-01	9.000001e-03	6.739753e-06	2.990000e-02	
2300	1.000000e-01	9.000001e-03	7.226039e-06	2.990000e-02	
2400	1.000000e-01	9.000001e-03	7.726081e-06	2.990000e-02	
2500	1.000000e-01	9.000001e-03	8.239889e-06	2.990000e-02	
2600	1.000000e-01	9.000001e-03	8.767483e-06	2.990000e-02	
2700	1.000000e-01	9.000001e-03	9.308899e-06	2.990000e-02	
2800	1.000000e-01	9.000001e-03	9.864183e-06	2.990000e-02	
2900	1.000000e-01	9.000001e-03	1.043339e-05	2.990000e-02	
3000	1.000000e-01	9.000001e-03	1.101658e-05	2.990000e-02	
