step	cyano	ecw	
0	4.821501e-14	8.759152e-15	
100	4.885397e-14	8.752838e-15	
200	4.950139e-14	8.747651e-15	
300	5.015739e-14	8.743576e-15	
400	5.082209e-14	8.740605e-15	
500	5.149560e-14	8.738728e-15	
600	5.217803e-14	8.737935e-15	
700	5.286950e-14	8.738220e-15	
800	5.357014e-14	8.739574e-15	
900	5.428006e-14	8.741989e-15	
1000	5.499939e-14	8.745457e-15	
1100	5.572826e-14	8.749970e-15	
1200	5.646678e-14	8.755519e-15	
1300	5.721509e-14	8.762099e-15	
1400	5.797332e-14	8.769703e-15	
1500	5.874159e-14	8.778325e-15	
1600	5.952005e-14	8.787960e-15	
1700	6.030882e-14	8.798602e-15	
1800	6.110805e-14	8.810246e-15	
1900	6.191786e-14	8.822886e-15	
2000	6.273841e-14	8.836524e-15	
2100	6.356983e-14	8.851150e-15	
2200	6.441227e-14	8.866762e-15	
2300	6.526588e-14	8.883354e-15	
2400	6.613080e-14	8.900925e-15	
2500	6.700718e-14	8.919472e-15	
2600	6.789517e-14	8.938992e-15	
2700	6.879493e-14	8.959482e-15	
2800	6.970662e-14	8.980942e-15	
2900	7.063038e-14	9.003367e-15	
3000	7.156639e-14	9.026758e-15	
3100	7.251480e-14	9.051113e-15	
3200	7.347579e-14	9.076433e-15	
3300	7.444950e-14	9.102716e-15	
3400	7.543612e-14	9.129961e-15	
3500	7.643582e-14	9.158169e-15	
3600	7.744876e-14	9.187341e-15	
3700	7.847513e-14	9.217477e-15	
3800	7.951510e-14	9.248578e-15	
3900	8.056885e-14	9.280646e-15	
4000	8.163657e-14	9.313680e-15	
4100	8.271843e-14	9.347680e-15	
4200	8.381463e-14	9.382650e-15	
4300	8.492536e-14	9.418591e-15	
4400	8.605081e-14	9.455505e-15	
4500	8.719117e-14	9.493396e-15	
4600	8.834665e-14	9.532263e-15	
4700	8.951744e-14	9.572111e-15	
4800	9.070374e-14	9.612943e-15	
4900	9.190576e-14	9.654761e-15	
5000	9.312372e-14	9.697571e-15	
5100	9.435781e-14	9.741375e-15	
5200	9.560826e-14	9.786178e-15	
5300	9.687528e-14	9.831980e-15	
5400	9.815909e-14	9.878788e-15	
5500	9.945992e-14	9.926605e-15	
5600	1.007780e-13	9.975437e-15	
5700	1.021135e-13	1.002529e-14	
5800	1.034667e-13	1.007617e-14	
5900	1.048379e-13	1.012808e-14	
6000	1.062272e-13	1.018103e-14	
6100	1.076350e-13	1.023502e-14	
6200	1.090614e-13	1.029005e-14	
6300	1.105067e-13	1.034614e-14	
6400	1.119711e-13	1.040328e-14	
6500	1.134550e-13	1.046150e-14	
6600	1.149585e-13	1.052078e-14	
6700	1.164820e-13	1.058115e-14	
6800	1.180256e-13	1.064260e-14	
6900	1.195897e-13	1.070514e-14	
7000	1.211746e-13	1.076878e-14	
