step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.003342e-03	6.226935e-03	2.989444e-02	
200	1.000000e-01	9.003400e-03	1.236449e-02	2.989434e-02	
300	1.000000e-01	9.003459e-03	1.860841e-02	2.989424e-02	
400	1.000000e-01	9.003520e-03	2.496095e-02	2.989414e-02	
500	1.000000e-01	9.003581e-03	3.142417e-02	2.989404e-02	
600	1.000000e-01	9.003644e-03	3.800010e-02	2.989393e-02	
700	1.000000e-01	9.003707e-03	4.469075e-02	2.989383e-02	
800	1.000000e-01	9.003772e-03	5.149815e-02	2.989372e-02	
900	1.000000e-01	9.003857e-03	5.842437e-02	2.989358e-02	
1000	1.000000e-01	9.003925e-03	6.547147e-02	2.989347e-02	
1100	1.000000e-01	9.003993e-03	7.264158e-02	2.989335e-02	
1200	1.000000e-01	9.004063e-03	7.993685e-02	2.989324e-02	
1300	1.000000e-01	9.004134e-03	8.735948e-02	2.989312e-02	
1400	1.000000e-01	9.004206e-03	9.491169e-02	2.989300e-02	
1500	1.000000e-01	9.004287e-03	1.025957e-01	2.989286e-02	
1600	1.000000e-01	9.004357e-03	1.104139e-01	2.989275e-02	
1700	1.000000e-01	9.004433e-03	1.183686e-01	2.989262e-02	
1800	1.000000e-01	9.004510e-03	1.264622e-01	2.989249e-02	
1900	1.000000e-01	9.004589e-03	1.346971e-01	2.989236e-02	
2000	1.000000e-01	9.004669e-03	1.430758e-01	2.989223e-02	
2100	1.000000e-01	9.004751e-03	1.516007e-01	2.989209e-02	
2200	1.000000e-01	9.004834e-03	1.602745e-01	2.989195e-02	
2300	1.000000e-01	9.004918e-03	1.690998e-01	2.989181e-02	
2400	1.000000e-01	9.005004e-03	1.780791e-01	2.989167e-02	
2500	1.000000e-01	9.005091e-03	1.872152e-01	2.989152e-02	
2600	1.000000e-01	9.005180e-03	1.965109e-01	2.989137e-02	
2700	1.000000e-01	9.005271e-03	2.059688e-01	2.989122e-02	
2800	1.000000e-01	9.005363e-03	2.155919e-01	2.989107e-02	
2900	1.000000e-01	9.005456e-03	2.253831e-01	2.989092e-02	
3000	1.000000e-01	9.005552e-03	2.353451e-01	2.989076e-02	
3100	1.000000e-01	9.005649e-03	2.454812e-01	2.989059e-02	
