step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.000705e-03	3.544975e-02	2.989883e-02	
200	1.000000e-01	9.000714e-03	7.017580e-02	2.989881e-02	
300	1.000000e-01	9.000723e-03	1.052933e-01	2.989879e-02	
400	1.000000e-01	9.000733e-03	1.408115e-01	2.989878e-02	
500	1.000000e-01	9.000742e-03	1.767379e-01	2.989876e-02	
600	1.000000e-01	9.000747e-03	2.130794e-01	2.989875e-02	
700	1.000000e-01	9.000751e-03	2.498430e-01	2.989875e-02	
800	1.000000e-01	9.000761e-03	2.870352e-01	2.989873e-02	
900	1.000000e-01	9.000771e-03	3.246630e-01	2.989871e-02	
1000	1.000000e-01	9.000781e-03	3.627329e-01	2.989870e-02	
1100	1.000000e-01	9.000795e-03	4.012519e-01	2.989867e-02	
1200	1.000000e-01	9.000805e-03	4.402266e-01	2.989866e-02	
1300	1.000000e-01	9.000820e-03	4.796638e-01	2.989863e-02	
1400	1.000000e-01	9.000831e-03	5.195703e-01	2.989861e-02	
1500	1.000000e-01	9.000842e-03	5.599531e-01	2.989860e-02	
1600	1.000000e-01	9.000855e-03	6.008191e-01	2.989857e-02	
1700	1.000000e-01	9.000866e-03	6.421750e-01	2.989856e-02	
1800	1.000000e-01	9.000877e-03	6.840278e-01	2.989854e-02	
1900	1.000000e-01	9.000889e-03	7.263846e-01	2.989852e-02	
2000	1.000000e-01	9.000905e-03	7.692524e-01	2.989849e-02	
2100	1.000000e-01	9.000917e-03	8.126383e-01	2.989847e-02	
2200	1.000000e-01	9.000926e-03	8.565495e-01	2.989845e-02	
2300	1.000000e-01	9.000941e-03	9.009931e-01	2.989843e-02	
2400	1.000000e-01	9.000953e-03	9.459763e-01	2.989841e-02	
2500	1.000000e-01	9.000970e-03	9.915064e-01	2.989838e-02	
2600	1.000000e-01	9.000983e-03	1.037591e+00	2.989836e-02	
2700	1.000000e-01	9.000998e-03	1.084237e+00	2.989833e-02	
2800	1.000000e-01	9.001011e-03	1.131451e+00	2.989831e-02	
2900	1.000000e-01	9.001024e-03	1.179243e+00	2.989829e-02	
3000	1.000000e-01	9.001038e-03	1.227618e+00	2.989827e-02	
3100	1.000000e-01	9.001051e-03	1.276586e+00	2.989824e-02	
3200	1.000000e-01	9.001065e-03	1.326152e+00	2.989822e-02	
3300	1.000000e-01	9.001079e-03	1.376326e+00	2.989820e-02	
3400	1.000000e-01	9.001097e-03	1.427114e+00	2.989817e-02	
3500	1.000000e-01	9.001115e-03	1.478525e+00	2.989814e-02	
3600	1.000000e-01	9.001130e-03	1.530566e+00	2.989811e-02	
3700	1.000000e-01	9.001143e-03	1.583246e+00	2.989809e-02	
3800	1.000000e-01	9.001158e-03	1.636571e+00	2.989806e-02	
3900	1.000000e-01	9.001176e-03	1.690552e+00	2.989803e-02	
4000	1.000000e-01	9.001191e-03	1.745195e+00	2.989801e-02	
4100	1.000000e-01	9.001207e-03	1.800509e+00	2.989798e-02	
4200	1.000000e-01	9.001220e-03	1.856502e+00	2.989796e-02	
4300	1.000000e-01	9.001236e-03	1.913183e+00	2.989793e-02	
4400	1.000000e-01	9.001244e-03	1.970559e+00	2.989792e-02	
4500	1.000000e-01	9.001260e-03	2.028639e+00	2.989789e-02	
4600	1.000000e-01	9.001266e-03	2.087432e+00	2.989788e-02	
4700	1.000000e-01	9.001282e-03	2.146946e+00	2.989786e-02	
4800	1.000000e-01	9.001299e-03	2.207189e+00	2.989783e-02	
4900	1.000000e-01	9.001312e-03	2.268171e+00	2.989781e-02	
5000	1.000000e-01	9.001329e-03	2.329900e+00	2.989778e-02	
5100	1.000000e-01	9.001347e-03	2.392386e+00	2.989775e-02	
5200	1.000000e-01	9.001372e-03	2.455636e+00	2.989770e-02	
5300	1.000000e-01	9.001395e-03	2.519659e+00	2.989767e-02	
5400	1.000000e-01	9.001413e-03	2.584466e+00	2.989764e-02	
5500	1.000000e-01	9.001432e-03	2.650065e+00	2.989760e-02	
5600	1.000000e-01	9.001450e-03	2.716465e+00	2.989757e-02	
5700	1.000000e-01	9.001469e-03	2.783674e+00	2.989754e-02	
5800	1.000000e-01	9.001488e-03	2.851704e+00	2.989751e-02	
5900	1.000000e-01	9.001510e-03	2.920562e+00	2.989747e-02	
6000	1.000000e-01	9.001524e-03	2.990258e+00	2.989745e-02	
6100	1.000000e-01	9.001547e-03	3.060801e+00	2.989741e-02	
6200	1.000000e-01	9.001563e-03	3.132201e+00	2.989738e-02	
6300	1.000000e-01	9.001584e-03	3.204467e+00	2.989735e-02	
6400	1.000000e-01	9.001599e-03	3.277609e+00	2.989732e-02	
6500	1.000000e-01	9.001620e-03	3.351636e+00	2.989729e-02	
6600	1.000000e-01	9.001648e-03	3.426558e+00	2.989724e-02	
6700	1.000000e-01	9.001670e-03	3.502385e+00	2.989720e-02	
6800	1.000000e-01	9.001692e-03	3.579126e+00	2.989717e-02	
6900	1.000000e-01	9.001717e-03	3.656791e+00	2.989712e-02	
7000	1.000000e-01	9.001744e-03	3.735390e+00	2.989708e-02	
7100	1.000000e-01	9.001766e-03	3.814933e+00	2.989704e-02	
7200	1.000000e-01	9.001791e-03	3.895430e+00	2.989700e-02	
7300	1.000000e-01	9.001805e-03	3.976891e+00	2.989697e-02	
7400	1.000000e-01	9.001829e-03	4.059325e+00	2.989693e-02	
7500	1.000000e-01	9.001853e-03	4.142743e+00	2.989689e-02	
7600	1.000000e-01	9.001871e-03	4.227155e+00	2.989686e-02	
7700	1.000000e-01	9.001885e-03	4.312571e+00	2.989684e-02	
7800	1.000000e-01	9.001910e-03	4.399001e+00	2.989680e-02	
7900	1.000000e-01	9.001935e-03	4.486455e+00	2.989675e-02	
8000	1.000000e-01	9.001960e-03	4.574943e+00	2.989671e-02	
8100	1.000000e-01	9.001986e-03	4.664475e+00	2.989667e-02	
8200	1.000000e-01	9.001995e-03	4.755062e+00	2.989665e-02	
8300	1.000000e-01	9.002022e-03	4.846713e+00	2.989661e-02	
8400	1.000000e-01	9.002057e-03	4.939440e+00	2.989655e-02	
8500	1.000000e-01	9.002084e-03	5.033251e+00	2.989650e-02	
8600	1.000000e-01	9.002111e-03	5.128157e+00	2.989646e-02	
8700	1.000000e-01	9.002138e-03	5.224168e+00	2.989641e-02	
8800	1.000000e-01	9.002162e-03	5.321295e+00	2.989637e-02	
8900	1.000000e-01	9.002190e-03	5.419547e+00	2.989632e-02	
9000	1.000000e-01	9.002219e-03	5.518934e+00	2.989627e-02	
9100	1.000000e-01	9.002248e-03	5.619467e+00	2.989622e-02	
9200	1.000000e-01	9.002277e-03	5.721155e+00	2.989617e-02	
9300	1.000000e-01	9.002313e-03	5.824008e+00	2.989611e-02	
9400	1.000000e-01	9.002343e-03	5.928037e+00	2.989606e-02	
9500	1.000000e-01	9.002370e-03	6.033252e+00	2.989602e-02	
9600	1.000000e-01	9.002403e-03	6.139661e+00	2.989596e-02	
