step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.003822e-03	7.829806e-03	2.989364e-02	
200	1.000000e-01	9.003886e-03	1.554263e-02	2.989353e-02	
300	1.000000e-01	9.003951e-03	2.338224e-02	2.989342e-02	
400	1.000000e-01	9.004016e-03	3.135150e-02	2.989331e-02	
500	1.000000e-01	9.004110e-03	3.945287e-02	2.989316e-02	
600	1.000000e-01	9.004179e-03	4.768889e-02	2.989304e-02	
700	1.000000e-01	9.004248e-03	5.606190e-02	2.989293e-02	
800	1.000000e-01	9.004319e-03	6.457420e-02	2.989281e-02	
900	1.000000e-01	9.004398e-03	7.322811e-02	2.989268e-02	
1000	1.000000e-01	9.004471e-03	8.202601e-02	2.989256e-02	
1100	1.000000e-01	9.004546e-03	9.097033e-02	2.989243e-02	
1200	1.000000e-01	9.004621e-03	1.000635e-01	2.989231e-02	
1300	1.000000e-01	9.004698e-03	1.093080e-01	2.989218e-02	
1400	1.000000e-01	9.004776e-03	1.187064e-01	2.989205e-02	
1500	1.000000e-01	9.004841e-03	1.282612e-01	2.989194e-02	
1600	1.000000e-01	9.004921e-03	1.379750e-01	2.989181e-02	
1700	1.000000e-01	9.005003e-03	1.478505e-01	2.989167e-02	
1800	1.000000e-01	9.005086e-03	1.578904e-01	2.989153e-02	
1900	1.000000e-01	9.005171e-03	1.680975e-01	2.989139e-02	
2000	1.000000e-01	9.005257e-03	1.784744e-01	2.989125e-02	
2100	1.000000e-01	9.005345e-03	1.890241e-01	2.989110e-02	
2200	1.000000e-01	9.005434e-03	1.997494e-01	2.989095e-02	
2300	1.000000e-01	9.005524e-03	2.106533e-01	2.989080e-02	
2400	1.000000e-01	9.005648e-03	2.217387e-01	2.989060e-02	
2500	1.000000e-01	9.005742e-03	2.330086e-01	2.989044e-02	
2600	1.000000e-01	9.005838e-03	2.444662e-01	2.989028e-02	
2700	1.000000e-01	9.005935e-03	2.561145e-01	2.989012e-02	
2800	1.000000e-01	9.006034e-03	2.679567e-01	2.988995e-02	
2900	1.000000e-01	9.006135e-03	2.799961e-01	2.988979e-02	
3000	1.000000e-01	9.006237e-03	2.922359e-01	2.988962e-02	
3100	1.000000e-01	9.006341e-03	3.046795e-01	2.988944e-02	
3200	1.000000e-01	9.006446e-03	3.173302e-01	2.988927e-02	
3300	1.000000e-01	9.006553e-03	3.301915e-01	2.988909e-02	
3400	1.000000e-01	9.006692e-03	3.432670e-01	2.988886e-02	
3500	1.000000e-01	9.006803e-03	3.565602e-01	2.988867e-02	
3600	1.000000e-01	9.006916e-03	3.700746e-01	2.988848e-02	
3700	1.000000e-01	9.007031e-03	3.838141e-01	2.988829e-02	
3800	1.000000e-01	9.007148e-03	3.977823e-01	2.988810e-02	
3900	1.000000e-01	9.007251e-03	4.119831e-01	2.988793e-02	
