step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.000364e-03	1.409169e-06	2.989939e-02	
200	1.000000e-01	9.000371e-03	3.580564e-06	2.989938e-02	
300	1.000000e-01	9.000378e-03	6.922108e-06	2.989937e-02	
400	1.000000e-01	9.000385e-03	1.207059e-05	2.989936e-02	
500	1.000000e-01	9.000393e-03	2.003514e-05	2.989935e-02	
600	1.000000e-01	9.000400e-03	3.245534e-05	2.989933e-02	
700	1.000000e-01	9.000408e-03	5.211747e-05	2.989932e-02	
800	1.000000e-01	9.000416e-03	8.419229e-05	2.989931e-02	
900	1.000000e-01	9.000424e-03	1.349237e-04	2.989929e-02	
1000	1.000000e-01	9.000432e-03	2.139535e-04	2.989928e-02	
1100	1.000000e-01	9.000440e-03	3.439442e-04	2.989927e-02	
1200	1.000000e-01	9.000449e-03	5.343017e-04	2.989925e-02	
1300	1.000000e-01	9.000457e-03	7.759914e-04	2.989924e-02	
1400	1.000000e-01	9.000466e-03	1.080439e-03	2.989922e-02	
1500	1.000000e-01	9.000475e-03	1.422345e-03	2.989921e-02	
1600	1.000000e-01	9.000484e-03	1.797787e-03	2.989919e-02	
1700	1.000000e-01	9.000494e-03	2.205219e-03	2.989918e-02	
1800	1.000000e-01	9.000503e-03	2.643637e-03	2.989916e-02	
1900	1.000000e-01	9.000513e-03	3.112521e-03	2.989915e-02	
2000	1.000000e-01	9.000523e-03	3.611580e-03	2.989913e-02	
2100	1.000000e-01	9.000533e-03	4.138625e-03	2.989911e-02	
2200	1.000000e-01	9.000543e-03	4.690338e-03	2.989910e-02	
2300	1.000000e-01	9.000554e-03	5.266639e-03	2.989908e-02	
2400	1.000000e-01	9.000565e-03	5.868191e-03	2.989906e-02	
2500	1.000000e-01	9.000576e-03	6.494508e-03	2.989904e-02	
2600	1.000000e-01	9.000587e-03	7.145630e-03	2.989902e-02	
2700	1.000000e-01	9.000599e-03	7.821839e-03	2.989900e-02	
2800	1.000000e-01	9.000610e-03	8.523224e-03	2.989898e-02	
2900	1.000000e-01	9.000622e-03	9.250187e-03	2.989896e-02	
3000	1.000000e-01	9.000634e-03	1.000296e-02	2.989894e-02	
3100	1.000000e-01	9.000646e-03	1.078181e-02	2.989892e-02	
3200	1.000000e-01	9.000659e-03	1.158720e-02	2.989890e-02	
3300	1.000000e-01	9.000671e-03	1.241941e-02	2.989888e-02	
3400	1.000000e-01	9.000684e-03	1.327894e-02	2.989886e-02	
3500	1.000000e-01	9.000698e-03	1.416612e-02	2.989884e-02	
3600	1.000000e-01	9.000711e-03	1.508137e-02	2.989882e-02	
3700	1.000000e-01	9.000725e-03	1.602432e-02	2.989879e-02	
3800	1.000000e-01	9.000739e-03	1.699225e-02	2.989877e-02	
3900	1.000000e-01	9.000753e-03	1.798536e-02	2.989875e-02	
4000	1.000000e-01	9.000768e-03	1.900420e-02	2.989872e-02	
4100	1.000000e-01	9.000782e-03	2.004911e-02	2.989870e-02	
4200	1.000000e-01	9.000798e-03	2.112043e-02	2.989867e-02	
4300	1.000000e-01	9.000813e-03	2.221849e-02	2.989865e-02	
4400	1.000000e-01	9.000829e-03	2.334381e-02	2.989862e-02	
4500	1.000000e-01	9.000845e-03	2.449689e-02	2.989859e-02	
4600	1.000000e-01	9.000861e-03	2.567803e-02	2.989857e-02	
4700	1.000000e-01	9.000878e-03	2.688775e-02	2.989854e-02	
4800	1.000000e-01	9.000894e-03	2.812654e-02	2.989851e-02	
4900	1.000000e-01	9.000912e-03	2.939491e-02	2.989848e-02	
5000	1.000000e-01	9.000930e-03	3.072172e-02	2.989845e-02	
5100	1.000000e-01	9.000948e-03	3.207415e-02	2.989842e-02	
5200	1.000000e-01	9.000967e-03	3.345269e-02	2.989839e-02	
5300	1.000000e-01	9.000985e-03	3.485786e-02	2.989836e-02	
5400	1.000000e-01	9.001005e-03	3.629015e-02	2.989833e-02	
5500	1.000000e-01	9.001025e-03	3.775036e-02	2.989829e-02	
5600	1.000000e-01	9.001045e-03	3.923877e-02	2.989826e-02	
5700	1.000000e-01	9.001065e-03	4.075591e-02	2.989823e-02	
5800	1.000000e-01	9.001085e-03	4.230235e-02	2.989819e-02	
5900	1.000000e-01	9.001106e-03	4.387865e-02	2.989816e-02	
6000	1.000000e-01	9.001128e-03	4.548539e-02	2.989812e-02	
6100	1.000000e-01	9.001155e-03	4.712315e-02	2.989808e-02	
6200	1.000000e-01	9.001177e-03	4.879253e-02	2.989804e-02	
6300	1.000000e-01	9.001200e-03	5.049415e-02	2.989800e-02	
6400	1.000000e-01	9.001223e-03	5.222862e-02	2.989796e-02	
6500	1.000000e-01	9.001247e-03	5.399659e-02	2.989792e-02	
6600	1.000000e-01	9.001271e-03	5.579869e-02	2.989788e-02	
6700	1.000000e-01	9.001295e-03	5.763559e-02	2.989784e-02	
6800	1.000000e-01	9.001320e-03	5.950796e-02	2.989780e-02	
6900	1.000000e-01	9.001346e-03	6.141648e-02	2.989776e-02	
7000	1.000000e-01	9.001369e-03	6.336185e-02	2.989772e-02	
7100	1.000000e-01	9.001395e-03	6.534479e-02	2.989768e-02	
7200	1.000000e-01	9.001422e-03	6.736601e-02	2.989763e-02	
7300	1.000000e-01	9.001450e-03	6.942626e-02	2.989759e-02	
7400	1.000000e-01	9.001481e-03	7.152630e-02	2.989753e-02	
7500	1.000000e-01	9.001509e-03	7.366688e-02	2.989749e-02	
7600	1.000000e-01	9.001537e-03	7.584879e-02	2.989744e-02	
7700	1.000000e-01	9.001567e-03	7.807284e-02	2.989739e-02	
7800	1.000000e-01	9.001598e-03	8.033983e-02	2.989734e-02	
7900	1.000000e-01	9.001629e-03	8.265059e-02	2.989729e-02	
8000	1.000000e-01	9.001660e-03	8.500597e-02	2.989724e-02	
8100	1.000000e-01	9.001693e-03	8.740683e-02	2.989718e-02	
8200	1.000000e-01	9.001725e-03	8.985405e-02	2.989713e-02	
8300	1.000000e-01	9.001758e-03	9.234852e-02	2.989707e-02	
8400	1.000000e-01	9.001792e-03	9.489115e-02	2.989702e-02	
8500	1.000000e-01	9.001825e-03	9.748289e-02	2.989696e-02	
8600	1.000000e-01	9.001860e-03	1.001247e-01	2.989690e-02	
8700	1.000000e-01	9.001896e-03	1.028174e-01	2.989684e-02	
