step	cyano	ecw	
0	1	1	
100	1	2	
200	1	2	
300	1	2	
400	1	2	
500	1	2	
600	1	2	
700	1	2	
800	1	2	
900	1	2	
1000	1	2	
1100	1	2	
1200	1	2	
1300	1	2	
1400	1	2	
1500	1	2	
1600	1	2	
1700	1	2	
1800	1	2	
1900	1	2	
2000	1	2	
2100	1	2	
2200	1	2	
2300	1	2	
2400	1	2	
2500	1	2	
2600	1	2	
2700	1	2	
2800	1	2	
2900	1	2	
3000	1	2	
3100	1	2	
3200	1	2	
3300	1	2	
3400	1	2	
3500	1	2	
3600	1	2	
3700	1	2	
3800	1	2	
3900	1	2	
4000	1	2	
4100	1	2	
4200	1	2	
4300	1	2	
4400	1	2	
4500	1	2	
4600	1	2	
4700	1	2	
4800	1	2	
4900	1	2	
5000	1	2	
5100	1	2	
5200	1	2	
5300	1	2	
5400	1	2	
5500	1	2	
5600	1	2	
5700	1	2	
5800	1	2	
5900	1	2	
6000	1	2	
6100	1	2	
6200	1	2	
6300	1	2	
6400	1	2	
6500	1	2	
6600	1	2	
6700	1	2	
6800	1	2	
6900	1	2	
7000	2	2	
7100	2	2	
7200	2	2	
7300	2	2	
7400	2	2	
7500	2	2	
7600	2	2	
7700	2	2	
7800	2	2	
7900	2	2	
8000	2	2	
8100	2	2	
8200	2	2	
8300	2	2	
8400	2	2	
8500	2	2	
8600	2	2	
8700	2	2	
8800	2	2	
8900	2	2	
9000	2	2	
9100	2	2	
9200	2	2	
9300	2	2	
9400	2	2	
9500	2	2	
9600	2	2	
9700	2	2	
9800	2	2	
9900	2	2	
10000	2	2	
10100	2	2	
10200	2	2	
10300	2	2	
10400	2	2	
10500	3	2	
10600	3	2	
10700	3	2	
10800	3	2	
10900	3	2	
11000	3	2	
11100	3	2	
11200	3	2	
11300	3	2	
11400	3	2	
11500	3	2	
11600	3	2	
11700	3	2	
11800	3	2	
11900	3	2	
12000	3	2	
12100	3	2	
12200	3	2	
12300	3	2	
12400	3	2	
12500	3	2	
12600	3	2	
12700	3	2	
12800	3	2	
12900	4	2	
13000	4	2	
13100	4	2	
13200	4	2	
13300	4	2	
13400	4	2	
13500	4	2	
13600	4	2	
13700	4	2	
13800	4	2	
13900	4	2	
14000	4	2	
14100	4	2	
14200	5	2	
14300	5	2	
14400	5	2	
14500	5	2	
14600	5	2	
14700	5	2	
14800	5	2	
14900	5	2	
15000	5	2	
15100	5	2	
15200	5	2	
15300	5	2	
15400	5	2	
15500	5	2	
15600	5	2	
15700	5	2	
15800	5	2	
15900	5	2	
16000	5	2	
16100	5	2	
16200	6	2	
16300	6	2	
16400	6	2	
16500	6	2	
16600	6	2	
16700	6	2	
16800	6	2	
16900	6	2	
17000	6	2	
17100	7	2	
17200	7	2	
17300	7	2	
17400	7	2	
17500	7	2	
17600	7	2	
17700	7	2	
17800	8	2	
17900	8	2	
18000	9	2	
18100	9	2	
18200	9	2	
18300	9	2	
18400	9	2	
18500	9	2	
18600	9	2	
18700	9	2	
18800	9	2	
18900	9	2	
19000	9	2	
19100	9	2	
19200	9	2	
19300	9	2	
19400	9	2	
19500	9	2	
19600	9	2	
19700	9	2	
19800	10	2	
19900	10	2	
20000	10	2	
20100	10	2	
20200	10	2	
20300	10	2	
20400	10	2	
20500	10	2	
20600	10	2	
20700	11	2	
20800	13	2	
20900	13	2	
21000	13	2	
21100	13	2	
21200	13	2	
21300	13	2	
21400	13	2	
21500	13	2	
21600	14	2	
21700	14	2	
21800	14	2	
21900	14	2	
22000	14	2	
22100	14	2	
22200	14	2	
22300	14	2	
22400	15	2	
22500	15	2	
22600	15	2	
22700	16	2	
22800	16	2	
22900	16	2	
23000	17	2	
23100	17	2	
23200	17	2	
23300	18	2	
23400	19	2	
23500	19	2	
23600	19	2	
23700	19	2	
23800	19	2	
23900	19	2	
24000	19	2	
24100	19	2	
24200	19	2	
24300	19	2	
24400	19	2	
24500	19	2	
24600	20	2	
24700	21	2	
24800	21	2	
24900	22	2	
25000	22	2	
25100	22	2	
25200	22	2	
25300	22	2	
25400	22	2	
25500	22	2	
25600	22	2	
25700	22	2	
25800	23	2	
25900	23	2	
26000	24	2	
26100	26	2	
26200	27	2	
26300	29	2	
26400	30	2	
26500	31	2	
26600	31	2	
26700	31	2	
26800	31	2	
26900	31	2	
27000	31	2	
27100	31	2	
27200	31	2	
27300	31	2	
27400	31	2	
27500	31	2	
27600	33	2	
27700	33	2	
27800	34	2	
27900	34	2	
28000	34	2	
28100	34	2	
28200	35	2	
28300	38	2	
28400	38	2	
28500	38	2	
28600	38	2	
28700	38	2	
28800	38	2	
28900	38	2	
29000	39	2	
29100	40	2	
29200	42	2	
29300	42	2	
29400	44	2	
29500	45	2	
29600	45	2	
29700	45	2	
29800	46	2	
29900	47	2	
30000	47	2	
30100	48	2	
30200	48	2	
30300	49	2	
30400	49	2	
30500	50	2	
30600	51	2	
30700	52	2	
30800	53	2	
30900	54	2	
31000	55	2	
31100	56	2	
31200	57	2	
31300	58	2	
31400	59	2	
31500	60	2	
31600	61	2	
31700	61	2	
31800	61	2	
31900	63	2	
32000	64	2	
32100	64	2	
32200	66	2	
32300	66	2	
32400	67	2	
32500	68	2	
32600	68	2	
32700	68	2	
32800	70	2	
32900	71	2	
33000	73	2	
33100	76	2	
33200	77	2	
33300	78	2	
33400	79	2	
33500	81	2	
33600	82	2	
33700	83	2	
33800	85	2	
33900	85	2	
34000	85	2	
34100	86	2	
34200	86	2	
34300	88	2	
34400	89	2	
34500	92	2	
34600	93	2	
34700	94	2	
34800	97	2	
34900	98	2	
35000	98	2	
